Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,Time of Connect,CarInsurance
3628,56,retired,divorced,primary,0,694,0,0,cellular,29,jan,1,102,1,other,1.22.18 AM,1.24.42,0.02.24,1
3629,51,manullgement,married,tertiary,0,0,0,0,,7,jun,1,-1,0,,4.04.36 AM,4.09.38,0.05.02,1
3630,31,services,married,secondary,0,525,1,1,,21,may,1,-1,0,,11.25.22 AM,11.28.01,0.02.39,0
3631,69,retired,married,,0,426,0,0,telephone,10,sep,2,185,2,success,1.13.05 AM,1.16.36,0.03.31,1
3632,36,admin.,married,secondary,0,498,1,0,cellular,29,jan,1,253,1,failure,1.43.44 AM,1.46.15,0.02.31,0
3633,30,manullgement,married,tertiary,0,102,1,0,cellular,5,apr,7,426,3,other,4.50.32 AM,4.58.22,0.07.50,1
3634,34,technician,single,tertiary,0,586,1,0,cellular,3,feb,5,263,2,failure,5.11.04 AM,5.11.47,0.00.43,0
3635,27,manullgement,single,tertiary,0,1840,0,0,cellular,1,jun,1,28,8,other,2.59.28 AM,3.03.08,0.03.40,1
3636,33,manullgement,married,secondary,0,333,0,0,cellular,28,aug,6,-1,0,,10.24.10 AM,10.25.30,0.01.20,0
3637,40,manullgement,married,tertiary,0,0,0,0,cellular,6,aug,2,98,6,success,2.43.33 AM,2.45.44,0.02.11,1
3638,49,entrepreneur,married,tertiary,0,320,1,1,,19,may,6,-1,0,,12.17.43 PM,12.21.46,0.04.03,0
3639,35,manullgement,single,tertiary,0,916,1,0,cellular,14,may,2,-1,0,,3.41.26 AM,3.49.06,0.07.40,1
3640,53,blue-collar,divorced,primary,0,-1,1,0,cellular,2,feb,3,5,1,other,9.05.16 AM,9.07.34,0.02.18,0
3641,31,unemployed,single,primary,0,406,0,0,cellular,4,feb,1,-1,0,,2.48.47 AM,3.01.03,0.12.16,1
3642,49,manullgement,married,tertiary,0,1912,1,0,cellular,20,aug,4,-1,0,,2.34.12 AM,2.40.32,0.06.20,0
3643,47,admin.,married,secondary,0,-245,1,0,,27,may,5,-1,0,,11.07.22 AM,11.09.47,0.02.25,0
3644,34,technician,single,secondary,0,513,1,0,cellular,5,may,3,169,5,other,4.18.55 AM,4.21.40,0.02.45,0
3645,55,manullgement,married,tertiary,0,-375,0,0,cellular,30,jul,2,-1,0,,5.26.39 AM,5.40.13,0.13.34,1
3646,57,admin.,married,,0,1401,0,0,cellular,21,aug,22,-1,0,,4.06.53 AM,4.08.24,0.01.31,0
3647,34,technician,single,tertiary,0,184,1,0,cellular,30,jul,3,-1,0,,11.02.38 AM,11.04.05,0.01.27,0
3648,35,admin.,divorced,secondary,0,0,1,1,cellular,17,nov,2,-1,0,,1.13.38 AM,1.15.04,0.01.26,0
3649,37,blue-collar,married,secondary,0,790,0,0,,9,may,1,-1,0,,9.45.01 AM,9.49.23,0.04.22,0
3650,45,unemployed,married,secondary,0,-407,1,0,cellular,15,may,3,371,2,failure,1.07.01 AM,1.12.21,0.05.20,0
3651,46,admin.,married,secondary,0,5169,0,0,cellular,22,jul,14,-1,0,,11.40.47 AM,11.41.59,0.01.12,0
3652,43,manullgement,single,tertiary,0,2067,1,0,,8,may,1,-1,0,,10.27.43 AM,10.40.19,0.12.36,1
3653,34,unemployed,married,secondary,0,978,0,0,cellular,3,jun,2,71,1,success,2.12.35 AM,2.16.57,0.04.22,1
3654,60,retired,married,,0,209,0,0,cellular,30,apr,1,-1,0,,12.26.50 PM,12.34.42,0.07.52,0
3655,33,manullgement,married,tertiary,0,1778,0,0,cellular,26,may,1,103,1,success,10.20.16 AM,10.22.30,0.02.14,0
3656,42,admin.,single,,0,297,1,0,,29,may,1,-1,0,,3.52.33 AM,3.54.19,0.01.46,0
3657,24,blue-collar,single,secondary,0,9883,0,0,cellular,8,jul,5,-1,0,,4.41.52 AM,4.45.22,0.03.30,1
3658,29,manullgement,single,tertiary,0,985,1,0,cellular,23,jul,2,-1,0,,9.04.22 AM,9.10.58,0.06.36,1
3659,36,services,single,secondary,0,99,0,0,,17,jun,9,-1,0,,2.16.23 AM,2.20.39,0.04.16,0
3660,30,student,single,,0,4468,0,0,cellular,2,feb,1,-1,0,,4.12.05 AM,4.15.29,0.03.24,1
3661,29,blue-collar,single,secondary,0,8079,0,1,cellular,10,jul,1,-1,0,,10.18.50 AM,10.21.41,0.02.51,0
3662,53,retired,married,tertiary,0,2269,0,0,cellular,17,nov,2,150,1,success,10.04.19 AM,10.22.30,0.18.11,1
3663,38,services,divorced,secondary,0,-345,1,0,,28,may,2,-1,0,,5.45.46 AM,5.48.43,0.02.57,0
3664,56,blue-collar,married,primary,0,0,1,0,cellular,16,jul,1,-1,0,,5.51.40 AM,6.12.02,0.20.22,1
3665,45,housemaid,married,secondary,0,1623,0,0,cellular,22,aug,4,-1,0,,1.33.55 AM,1.37.07,0.03.12,0
3666,30,entrepreneur,married,primary,0,-98,1,0,,21,may,7,-1,0,,10.41.05 AM,10.43.51,0.02.46,0
3667,45,admin.,married,,0,1577,0,0,,20,jun,4,-1,0,,10.05.09 AM,10.05.25,0.00.16,0
3668,44,technician,married,secondary,0,135,1,0,cellular,8,may,3,-1,0,,2.15.17 AM,2.19.39,0.04.22,0
3669,44,technician,divorced,secondary,0,14,0,0,cellular,13,nov,1,92,1,success,2.02.44 AM,2.05.31,0.02.47,1
3670,53,technician,single,secondary,0,925,0,0,cellular,25,aug,3,-1,0,,2.29.22 AM,2.44.52,0.15.30,1
3671,31,manullgement,married,tertiary,0,8312,0,0,cellular,29,aug,13,-1,0,,5.43.56 AM,5.44.39,0.00.43,0
3672,35,self-employed,married,secondary,0,0,1,0,telephone,7,jul,4,-1,0,,5.21.31 AM,5.23.37,0.02.06,0
3673,35,technician,married,tertiary,0,7050,0,0,cellular,11,aug,3,182,4,success,10.49.28 AM,10.53.10,0.03.42,1
3674,52,blue-collar,married,secondary,0,3622,1,1,,23,may,7,-1,0,,9.09.37 AM,9.10.17,0.00.40,0
3675,56,blue-collar,single,secondary,0,6483,1,0,cellular,16,apr,2,-1,0,,9.37.42 AM,9.39.47,0.02.05,0
3676,32,blue-collar,married,primary,0,2114,1,0,telephone,17,apr,1,-1,0,,11.45.33 AM,11.46.13,0.00.40,0
3677,58,blue-collar,single,primary,0,26,1,0,cellular,12,may,4,-1,0,,11.40.46 AM,11.50.46,0.10.00,0
3678,44,blue-collar,single,secondary,0,712,1,1,cellular,6,apr,3,-1,0,,9.10.09 AM,9.22.29,0.12.20,1
3679,41,admin.,married,secondary,0,0,0,0,,20,jun,1,-1,0,,2.59.43 AM,3.01.12,0.01.29,0
3680,48,blue-collar,married,primary,0,323,0,0,cellular,28,aug,10,-1,0,,4.11.39 AM,4.14.17,0.02.38,0
3681,30,student,single,,0,809,0,0,cellular,20,nov,5,171,2,failure,12.26.32 PM,12.26.58,0.00.26,0
3682,63,retired,married,secondary,0,1612,0,0,telephone,17,feb,2,-1,0,,12.55.07 PM,12.59.00,0.03.53,1
3683,33,manullgement,single,secondary,0,0,0,0,cellular,26,aug,2,-1,0,,2.51.31 AM,2.53.10,0.01.39,0
3684,30,manullgement,married,tertiary,0,160,1,0,cellular,30,jul,4,-1,0,,3.42.43 AM,3.44.06,0.01.23,0
3685,53,technician,married,primary,0,6839,1,0,cellular,19,nov,1,-1,0,,11.10.43 AM,11.12.00,0.01.17,0
3686,39,blue-collar,married,secondary,0,62,1,0,cellular,7,may,3,-1,0,,2.50.30 AM,3.05.07,0.14.37,1
3687,28,technician,single,secondary,0,2000,0,0,telephone,3,feb,2,-1,0,,3.00.07 AM,3.03.53,0.03.46,0
3688,48,housemaid,married,secondary,0,513,0,1,cellular,28,jul,3,-1,0,,10.51.30 AM,11.07.09,0.15.39,1
3689,48,admin.,single,secondary,0,1544,1,0,telephone,30,jun,1,450,2,failure,3.05.05 AM,3.09.28,0.04.23,1
3690,36,unemployed,married,secondary,0,608,1,0,cellular,2,feb,1,263,3,other,5.10.07 AM,5.12.01,0.01.54,0
3691,51,entrepreneur,married,primary,0,1443,0,0,cellular,18,feb,10,-1,0,,1.03.23 AM,1.06.15,0.02.52,1
3692,50,technician,married,secondary,0,3176,0,0,cellular,7,aug,1,-1,0,,4.17.17 AM,4.28.27,0.11.10,1
3693,30,manullgement,married,tertiary,0,1235,1,0,cellular,28,jul,3,-1,0,,2.25.44 AM,2.27.28,0.01.44,0
3694,29,services,single,secondary,0,695,0,0,,3,jul,1,-1,0,,5.19.13 AM,5.20.50,0.01.37,0
3695,38,technician,single,secondary,0,2751,1,0,,28,may,1,-1,0,,2.26.33 AM,2.29.38,0.03.05,0
3696,35,manullgement,single,tertiary,0,2646,0,0,cellular,13,oct,1,182,1,success,3.07.49 AM,3.11.30,0.03.41,1
3697,50,manullgement,married,tertiary,0,5124,1,0,cellular,18,aug,2,-1,0,,2.57.33 AM,2.59.24,0.01.51,0
3698,34,services,married,secondary,0,1076,0,0,cellular,12,may,1,182,6,success,3.31.51 AM,3.34.23,0.02.32,1
3699,40,services,married,secondary,0,471,1,0,cellular,24,jul,4,-1,0,,5.13.50 AM,5.21.00,0.07.10,1
3700,41,manullgement,married,tertiary,0,2487,0,0,cellular,5,aug,1,97,1,failure,12.04.06 PM,12.07.32,0.03.26,0
3701,37,housemaid,married,secondary,0,589,1,0,cellular,25,jul,2,-1,0,,4.48.14 AM,4.53.49,0.05.35,0
3702,42,admin.,single,secondary,0,684,0,0,cellular,4,jun,1,-1,0,,12.39.52 PM,12.43.19,0.03.27,1
3703,34,technician,married,secondary,0,0,1,0,cellular,23,jul,1,-1,0,,5.49.44 AM,5.56.53,0.07.09,0
3704,56,self-employed,married,secondary,0,784,0,1,cellular,30,jul,2,-1,0,,9.35.57 AM,9.38.26,0.02.29,0
3705,35,admin.,single,secondary,0,0,1,0,cellular,13,may,1,-1,0,,5.50.51 AM,6.08.44,0.17.53,1
3706,46,unemployed,married,secondary,0,926,0,0,cellular,7,jul,5,-1,0,,1.15.00 AM,1.21.25,0.06.25,1
3707,26,manullgement,single,tertiary,0,943,0,0,cellular,11,nov,1,195,1,success,12.44.48 PM,12.47.34,0.02.46,1
3708,39,student,single,tertiary,0,2103,0,0,cellular,2,feb,1,-1,0,,10.05.23 AM,10.15.11,0.09.48,1
3709,30,blue-collar,single,tertiary,0,297,0,0,cellular,7,apr,4,-1,0,,1.53.45 AM,2.01.30,0.07.45,1
3710,39,services,married,secondary,0,0,1,1,,21,may,3,-1,0,,1.11.53 AM,1.15.53,0.04.00,0
3711,28,manullgement,single,tertiary,0,0,1,0,cellular,16,jul,5,-1,0,,10.23.56 AM,10.36.43,0.12.47,1
3712,26,student,single,tertiary,0,10086,0,0,cellular,21,apr,2,-1,0,,4.07.39 AM,4.09.29,0.01.50,1
3713,34,technician,single,tertiary,0,144,1,1,cellular,14,oct,1,85,19,failure,9.21.32 AM,9.23.16,0.01.44,0
3714,49,manullgement,married,tertiary,0,5887,0,0,cellular,2,jun,3,293,2,failure,3.49.14 AM,3.52.15,0.03.01,1
3715,47,admin.,married,secondary,0,73,0,0,cellular,8,aug,3,-1,0,,4.38.59 AM,4.39.56,0.00.57,0
3716,39,blue-collar,married,primary,0,70,0,0,,8,may,1,-1,0,,4.25.16 AM,4.38.49,0.13.33,1
3717,32,technician,single,tertiary,0,388,1,0,cellular,22,aug,2,-1,0,,2.49.29 AM,2.51.28,0.01.59,0
3718,43,manullgement,married,tertiary,0,0,0,0,cellular,31,jul,17,-1,0,,1.53.28 AM,1.55.15,0.01.47,0
3719,27,technician,single,tertiary,0,1075,0,0,cellular,2,mar,1,-1,0,,5.59.47 AM,6.10.45,0.10.58,1
3720,33,manullgement,single,tertiary,0,0,0,0,cellular,28,aug,10,-1,0,,1.47.37 AM,1.51.33,0.03.56,0
3721,60,manullgement,married,tertiary,0,2222,1,0,cellular,11,jul,2,-1,0,,1.42.58 AM,2.01.38,0.18.40,1
3722,55,manullgement,married,tertiary,0,7803,0,0,cellular,15,jan,1,-1,0,,10.11.42 AM,10.19.03,0.07.21,1
3723,32,admin.,married,secondary,0,2,1,0,cellular,25,jul,5,-1,0,,12.44.29 PM,12.46.41,0.02.12,0
3724,37,admin.,married,,0,892,1,0,cellular,30,jul,17,-1,0,,5.06.40 AM,5.11.09,0.04.29,0
3725,48,unemployed,divorced,secondary,0,1266,1,0,telephone,3,feb,1,-1,0,,4.05.55 AM,4.06.40,0.00.45,0
3726,38,technician,married,secondary,0,13,0,0,cellular,21,aug,2,-1,0,,1.45.57 AM,1.51.08,0.05.11,0
3727,50,entrepreneur,married,tertiary,0,388,1,0,cellular,11,may,4,329,2,failure,9.32.00 AM,9.36.18,0.04.18,0
3728,48,technician,married,secondary,0,0,0,0,cellular,28,jan,4,-1,0,,4.59.58 AM,5.03.39,0.03.41,0
3729,31,blue-collar,married,secondary,0,625,1,0,cellular,2,jul,2,49,3,failure,10.50.34 AM,10.52.49,0.02.15,1
3730,37,blue-collar,single,secondary,0,238,1,0,,7,may,2,-1,0,,2.08.04 AM,2.11.24,0.03.20,0
3731,24,blue-collar,single,secondary,0,1421,1,0,cellular,18,may,2,-1,0,,4.44.37 AM,4.48.06,0.03.29,0
3733,32,technician,single,tertiary,0,6746,0,0,cellular,11,nov,1,-1,0,,2.22.37 AM,2.25.56,0.03.19,1
3734,36,self-employed,married,secondary,0,328,0,0,cellular,20,nov,2,-1,0,,4.42.56 AM,4.51.53,0.08.57,0
3735,33,manullgement,single,tertiary,0,383,1,0,cellular,9,jul,1,-1,0,,2.38.47 AM,2.40.52,0.02.05,0
3736,37,manullgement,married,secondary,0,5447,1,1,cellular,17,nov,1,-1,0,,11.44.02 AM,12.13.51,0.29.49,1
3737,71,retired,married,secondary,0,5715,0,0,cellular,17,nov,2,-1,0,,1.54.13 AM,2.06.40,0.12.27,1
3738,33,blue-collar,single,secondary,0,1254,1,0,cellular,14,apr,1,-1,0,,9.13.25 AM,9.23.09,0.09.44,0
3739,26,,divorced,secondary,0,-295,1,0,cellular,7,may,1,-1,0,,9.59.39 AM,10.08.55,0.09.16,0
3741,35,manullgement,single,tertiary,0,1494,1,0,cellular,6,may,1,169,2,success,9.20.26 AM,9.25.37,0.05.11,0
3742,35,unemployed,married,secondary,0,978,0,0,cellular,29,dec,3,209,3,success,12.04.17 PM,12.27.07,0.22.50,1
3743,36,retired,single,secondary,0,101,1,1,,26,may,1,-1,0,,9.25.51 AM,9.31.05,0.05.14,0
3744,32,services,married,secondary,0,-124,0,0,,27,may,1,-1,0,,1.55.36 AM,1.57.32,0.01.56,0
3745,48,manullgement,married,,0,598,0,0,,9,jun,2,-1,0,,3.57.33 AM,4.00.05,0.02.32,0
3746,32,student,single,tertiary,0,64,0,0,cellular,30,jun,4,105,5,failure,2.59.16 AM,3.09.14,0.09.58,1
3747,48,manullgement,single,tertiary,0,334,1,0,cellular,28,sep,2,92,12,success,1.20.38 AM,1.30.38,0.10.00,1
3748,50,technician,divorced,secondary,0,376,0,0,cellular,27,aug,3,-1,0,,4.03.33 AM,4.05.55,0.02.22,0
3749,35,technician,married,secondary,0,0,1,1,cellular,17,nov,1,-1,0,,1.18.40 AM,1.21.59,0.03.19,0
3750,41,manullgement,married,tertiary,0,0,0,0,cellular,11,aug,5,-1,0,,1.11.53 AM,1.32.35,0.20.42,1
3751,29,blue-collar,single,tertiary,0,455,0,0,telephone,21,apr,1,-1,0,,4.24.03 AM,4.30.46,0.06.43,1
3752,54,self-employed,divorced,primary,0,351,1,0,,6,jun,2,-1,0,,1.12.31 AM,1.23.13,0.10.42,1
3753,52,technician,married,secondary,0,1033,0,0,cellular,28,jan,3,-1,0,,4.56.58 AM,5.00.16,0.03.18,0
3754,37,services,married,secondary,0,775,0,1,cellular,25,jul,1,-1,0,,11.09.28 AM,11.26.08,0.16.40,1
3755,23,technician,single,secondary,1,150,1,1,,6,jun,5,-1,0,,9.46.28 AM,9.47.34,0.01.06,0
3756,57,retired,single,tertiary,0,2528,1,1,,30,may,1,-1,0,,9.09.26 AM,9.21.30,0.12.04,0
3757,42,blue-collar,single,secondary,0,1080,1,1,cellular,13,may,3,370,4,failure,3.10.08 AM,3.25.59,0.15.51,1
3758,34,admin.,married,secondary,0,445,0,0,cellular,19,aug,2,-1,0,,3.20.16 AM,3.24.32,0.04.16,0
3759,27,student,single,tertiary,0,5291,0,0,cellular,12,nov,2,92,2,failure,5.31.27 AM,5.34.39,0.03.12,1
3760,55,housemaid,married,secondary,0,127,1,0,telephone,21,jul,8,-1,0,,10.37.20 AM,10.56.10,0.18.50,1
3761,53,manullgement,married,tertiary,0,1624,0,0,cellular,11,nov,3,97,7,success,5.35.30 AM,5.38.16,0.02.46,1
3762,32,technician,single,secondary,0,0,0,0,cellular,18,aug,4,-1,0,,1.27.29 AM,1.37.23,0.09.54,1
3763,41,blue-collar,married,secondary,0,0,1,0,cellular,6,apr,4,-1,0,,1.30.57 AM,1.33.42,0.02.45,0
3764,57,manullgement,married,secondary,0,0,1,0,cellular,4,aug,1,-1,0,,5.31.24 AM,5.34.01,0.02.37,0
3765,54,blue-collar,married,primary,0,1659,0,0,cellular,12,aug,5,-1,0,,4.24.39 AM,4.25.29,0.00.50,0
3766,35,manullgement,married,tertiary,0,71,1,0,cellular,30,apr,2,-1,0,,2.07.48 AM,2.16.18,0.08.30,0
3767,54,admin.,married,secondary,0,812,1,1,cellular,31,jul,6,-1,0,,3.54.36 AM,3.55.59,0.01.23,0
3768,52,blue-collar,married,secondary,0,955,0,1,cellular,3,feb,1,48,3,success,1.37.01 AM,1.39.34,0.02.33,1
3769,32,manullgement,single,tertiary,0,6542,1,0,cellular,15,may,4,175,5,failure,5.38.58 AM,6.05.36,0.26.38,1
3770,22,student,single,tertiary,0,691,0,0,cellular,30,nov,5,103,1,success,5.05.21 AM,5.09.41,0.04.20,1
3771,75,blue-collar,married,secondary,0,6053,0,0,telephone,5,aug,1,-1,0,,5.38.51 AM,5.45.47,0.06.56,0
3772,36,blue-collar,married,secondary,0,0,1,0,cellular,30,jul,6,-1,0,,2.55.38 AM,2.58.42,0.03.04,0
3773,31,blue-collar,married,primary,0,224,1,0,cellular,18,may,1,-1,0,,10.30.47 AM,10.32.46,0.01.59,0
3774,40,technician,divorced,tertiary,0,568,1,0,,24,oct,1,-1,0,,4.59.39 AM,5.01.31,0.01.52,1
3775,43,blue-collar,single,primary,0,999,1,0,,12,jun,1,-1,0,,10.56.19 AM,11.01.36,0.05.17,0
3776,36,technician,single,secondary,0,651,0,0,cellular,7,aug,1,-1,0,,5.19.38 AM,5.34.14,0.14.36,1
3777,36,blue-collar,married,secondary,0,1772,0,0,,5,jun,1,-1,0,,5.49.48 AM,5.53.16,0.03.28,1
3778,51,self-employed,married,secondary,0,1178,0,0,cellular,6,aug,2,-1,0,,3.49.00 AM,3.57.50,0.08.50,0
3779,33,manullgement,divorced,tertiary,0,-255,1,1,cellular,11,may,9,306,1,other,3.02.59 AM,3.04.21,0.01.22,0
3780,33,manullgement,married,tertiary,0,0,0,0,cellular,20,aug,5,-1,0,,11.21.04 AM,11.22.29,0.01.25,0
3781,36,technician,married,primary,0,0,0,0,,4,jul,1,-1,0,,12.02.32 PM,12.12.16,0.09.44,1
3782,41,manullgement,married,tertiary,0,217,0,0,cellular,19,nov,1,-1,0,,3.11.49 AM,3.17.17,0.05.28,0
3783,34,manullgement,married,tertiary,0,115,1,0,cellular,26,apr,3,-1,0,,3.27.24 AM,3.29.21,0.01.57,0
3784,53,blue-collar,married,secondary,0,-71,1,0,cellular,6,may,3,-1,0,,5.53.15 AM,5.54.46,0.01.31,0
3785,28,student,single,,0,78,0,0,cellular,4,dec,3,310,2,failure,12.15.34 PM,12.19.26,0.03.52,1
3786,30,blue-collar,married,secondary,0,486,1,0,,29,may,3,-1,0,,10.42.58 AM,11.01.27,0.18.29,1
3787,86,retired,divorced,primary,0,0,0,0,telephone,26,aug,1,-1,0,,3.48.27 AM,3.51.36,0.03.09,1
3788,54,self-employed,married,,0,204,0,0,cellular,27,aug,5,-1,0,,12.32.17 PM,12.36.08,0.03.51,0
3789,64,retired,married,,0,679,0,0,telephone,16,nov,1,-1,0,,11.14.24 AM,11.17.11,0.02.47,1
3790,35,technician,married,secondary,0,0,0,0,cellular,11,jul,2,-1,0,,5.55.49 AM,6.00.20,0.04.31,0
3791,42,blue-collar,married,secondary,0,68,1,0,,27,may,1,-1,0,,3.29.58 AM,3.33.16,0.03.18,0
3792,27,blue-collar,single,primary,0,377,0,0,cellular,19,feb,2,-1,0,,3.42.20 AM,3.53.05,0.10.45,1
3793,30,admin.,divorced,secondary,0,10,1,0,cellular,18,jul,2,-1,0,,5.18.27 AM,5.29.25,0.10.58,1
3794,29,student,single,secondary,0,67,0,0,cellular,23,feb,1,187,5,success,4.20.17 AM,4.23.48,0.03.31,1
3795,50,services,married,secondary,0,2376,1,0,cellular,24,sep,1,-1,0,,3.11.40 AM,3.18.15,0.06.35,1
3796,44,blue-collar,married,secondary,0,647,1,0,cellular,6,apr,2,-1,0,,4.01.45 AM,4.06.21,0.04.36,0
3797,34,manullgement,married,tertiary,0,176,0,0,cellular,18,aug,4,-1,0,,2.16.10 AM,2.17.11,0.01.01,0
3798,35,admin.,married,tertiary,0,163,1,0,cellular,6,aug,6,-1,0,,3.12.08 AM,3.14.14,0.02.06,0
3799,35,manullgement,single,tertiary,0,1396,1,0,cellular,13,may,1,300,1,failure,9.15.58 AM,9.29.27,0.13.29,1
3800,30,blue-collar,married,secondary,0,0,1,1,cellular,10,jul,1,-1,0,,1.19.54 AM,1.43.13,0.23.19,1
3801,43,manullgement,divorced,tertiary,0,350,1,0,,4,jun,1,-1,0,,12.42.28 PM,12.44.36,0.02.08,0
3802,34,technician,single,secondary,0,1279,1,0,cellular,21,oct,3,91,10,success,1.10.33 AM,1.16.12,0.05.39,1
3803,30,technician,married,tertiary,0,3192,1,0,cellular,5,mar,2,-1,0,,1.37.11 AM,1.40.03,0.02.52,0
3804,33,manullgement,married,tertiary,0,130,0,0,cellular,25,aug,8,-1,0,,12.37.16 PM,12.39.17,0.02.01,0
3805,48,manullgement,married,tertiary,0,0,1,0,cellular,26,aug,2,-1,0,,3.17.22 AM,3.20.46,0.03.24,0
3806,39,services,divorced,secondary,0,892,1,0,,2,jun,1,-1,0,,1.29.34 AM,1.30.00,0.00.26,0
3807,57,housemaid,married,tertiary,0,2326,0,0,cellular,17,apr,1,-1,0,,12.25.36 PM,12.31.54,0.06.18,1
3808,32,blue-collar,single,secondary,0,551,1,0,cellular,14,aug,3,-1,0,,11.35.03 AM,11.36.42,0.01.39,0
3809,39,manullgement,married,tertiary,0,119,1,0,cellular,1,sep,2,476,4,success,1.14.34 AM,1.18.59,0.04.25,1
3810,38,technician,married,secondary,0,0,1,0,cellular,22,jul,1,-1,0,,12.30.51 PM,12.56.36,0.25.45,1
3811,53,blue-collar,married,secondary,0,380,1,1,cellular,6,may,1,302,1,failure,2.38.34 AM,2.39.16,0.00.42,0
3812,41,blue-collar,married,secondary,0,290,1,0,,5,may,2,-1,0,,10.58.45 AM,11.02.45,0.04.00,0
3813,26,admin.,married,secondary,0,1595,0,0,cellular,2,mar,1,-1,0,,11.14.15 AM,11.15.09,0.00.54,0
3814,31,technician,married,tertiary,0,3338,1,0,cellular,21,dec,2,-1,0,,3.19.00 AM,3.23.24,0.04.24,1
3815,54,manullgement,married,tertiary,0,2960,1,0,cellular,13,feb,9,85,1,failure,2.07.04 AM,2.08.38,0.01.34,0
3816,29,technician,married,secondary,0,0,1,0,cellular,28,jul,6,-1,0,,1.51.04 AM,1.52.27,0.01.23,0
3817,43,technician,married,primary,0,4844,1,0,cellular,19,nov,1,-1,0,,1.43.30 AM,1.50.44,0.07.14,0
3818,41,services,married,secondary,0,0,1,1,cellular,4,jun,2,122,2,failure,4.32.27 AM,4.38.19,0.05.52,1
3819,42,blue-collar,married,primary,0,201,1,0,cellular,30,apr,1,85,2,failure,9.43.48 AM,9.57.49,0.14.01,1
3820,28,manullgement,married,secondary,0,3,1,0,cellular,14,sep,2,24,2,other,4.00.34 AM,4.02.26,0.01.52,0
3821,30,services,single,tertiary,0,0,0,0,,4,jul,1,-1,0,,11.44.40 AM,11.45.51,0.01.11,0
3822,34,manullgement,single,tertiary,0,431,0,0,cellular,16,jul,1,-1,0,,4.29.14 AM,4.35.55,0.06.41,0
3823,41,services,single,secondary,0,92,0,0,cellular,21,nov,1,-1,0,,12.42.15 PM,12.48.27,0.06.12,1
3824,58,self-employed,married,tertiary,0,8014,1,0,,19,may,3,-1,0,,1.01.18 AM,1.02.23,0.01.05,0
3825,36,admin.,married,secondary,0,402,1,0,,14,may,2,-1,0,,12.41.46 PM,12.49.48,0.08.02,0
3826,57,housemaid,married,primary,0,2234,0,0,,11,jun,5,-1,0,,11.24.06 AM,11.27.27,0.03.21,0
3827,25,entrepreneur,single,tertiary,0,0,0,0,,25,jun,1,-1,0,,9.57.14 AM,10.03.01,0.05.47,0
3828,57,self-employed,divorced,tertiary,0,6519,0,0,cellular,20,nov,1,-1,0,,4.56.14 AM,5.13.34,0.17.20,0
3829,27,student,single,secondary,0,2015,0,0,cellular,25,jan,1,245,1,other,4.02.36 AM,4.04.03,0.01.27,0
3830,35,blue-collar,single,secondary,0,0,1,0,cellular,16,apr,1,345,4,other,1.51.43 AM,2.11.17,0.19.34,1
3831,38,blue-collar,married,secondary,0,776,1,0,,21,may,2,-1,0,,4.55.30 AM,4.57.45,0.02.15,0
3832,53,entrepreneur,married,secondary,0,0,1,0,telephone,10,jul,27,-1,0,,10.48.58 AM,10.54.09,0.05.11,0
3833,30,admin.,single,secondary,0,81,1,0,cellular,6,aug,6,112,3,other,12.54.28 PM,12.56.29,0.02.01,0
3834,34,technician,married,tertiary,0,3160,1,0,cellular,13,aug,1,-1,0,,2.02.04 AM,2.14.10,0.12.06,0
3835,35,services,married,secondary,0,871,1,0,,1,jul,1,-1,0,,10.03.37 AM,10.05.25,0.01.48,0
3836,37,blue-collar,married,secondary,0,590,1,0,cellular,17,apr,1,343,2,failure,3.35.12 AM,3.35.49,0.00.37,0
3837,51,blue-collar,married,secondary,0,502,0,0,,6,jun,2,-1,0,,3.23.53 AM,3.25.26,0.01.33,0
3838,95,retired,divorced,primary,0,2282,0,0,telephone,21,apr,17,-1,0,,4.56.10 AM,4.59.37,0.03.27,1
3839,49,services,married,secondary,0,400,0,0,cellular,21,aug,3,-1,0,,3.21.08 AM,3.23.39,0.02.31,0
3840,42,housemaid,married,primary,0,128,0,0,cellular,6,aug,2,-1,0,,1.49.42 AM,1.57.54,0.08.12,0
3841,27,blue-collar,married,,0,409,1,0,cellular,18,may,1,-1,0,,10.21.43 AM,10.30.28,0.08.45,1
3842,55,technician,married,secondary,0,0,1,1,cellular,2,mar,1,-1,0,,1.15.28 AM,1.17.24,0.01.56,1
3843,49,blue-collar,divorced,secondary,0,848,1,0,,19,jun,1,-1,0,,12.50.56 PM,12.52.45,0.01.49,0
3844,34,blue-collar,married,,0,245,1,0,,6,may,1,-1,0,,5.11.17 AM,5.11.30,0.00.13,0
3845,41,manullgement,married,tertiary,0,328,1,0,cellular,29,jul,12,-1,0,,2.40.26 AM,2.41.31,0.01.05,0
3846,45,manullgement,married,tertiary,0,-114,1,0,cellular,20,apr,1,-1,0,,11.00.19 AM,11.04.36,0.04.17,0
3847,55,services,married,secondary,0,0,0,0,cellular,8,jul,1,-1,0,,9.54.59 AM,9.56.45,0.01.46,0
3848,51,manullgement,married,tertiary,0,346,0,0,cellular,12,nov,2,192,3,failure,1.50.29 AM,1.52.43,0.02.14,1
